SubjectArea,Subject,SubjectStreamCode,SubjectStreamName,Band,AssessmentType,AssessmentInformationDetails,AssessmentYears,UnitASCode,ExamReportCode,EQCode,SectionCode,SectionName,QuestionNumber,QuestionLabel,Marks,ContentType,Content,StimulusSource,Sequence
Health and Physical Education,Physical Education,,,Year 12,Final Exam,Exam Questions,2025,"VCEPEU3AS1,VCEPEU3AS2,VCEPEU4AS1,VCEPEU4AS2,VCEPEU4AS3",VCEPE25ERB,VCEPE25EQB5,B,Written responses,5,Q5,,Question,of bat to bowler.,,40
Health and Physical Education,Physical Education,,,Year 12,Final Exam,Exam Questions,2025,"VCEPEU3AS1,VCEPEU3AS2,VCEPEU4AS1,VCEPEU4AS2,VCEPEU4AS3",VCEPE25ERB,VCEPE25EQB5,B,Written responses,5,Q5,,QuestionHeader,"Angle bat,",,41
Health and Physical Education,Physical Education,,,Year 12,Final Exam,Exam Questions,2025,"VCEPEU3AS1,VCEPEU3AS2,VCEPEU4AS1,VCEPEU4AS2,VCEPEU4AS3",VCEPE25ERB,VCEPE25EQB5,B,Written responses,5,Q5,,Question,"glance ball upwards.
Keep arms straight.
Source: Adapted from G Grant, 'How to play the ramp shot at home (Hot tip: Wear a helmet)',
The Age, 27 December 2024; photo Quinn Rooney/© Getty Images Sport, reproduced with permission",,42
Health and Physical Education,Physical Education,,,Year 12,Final Exam,Exam Questions,2025,"VCEPEU3AS1,VCEPEU3AS2,VCEPEU4AS1,VCEPEU4AS2,VCEPEU4AS3",VCEPE25ERB,VCEPE25EQB5,B,Written responses,5a,Q5a,4,SubQuestion,"i. 	The diagram above shows the characteristics of a ramp shot in cricket.
List the stage of a qualitative movement analysis (QMA) at which a coach should
identify the characteristics of a skill. ",,43
Health and Physical Education,Physical Education,,,Year 12,Final Exam,Exam Questions,2025,"VCEPEU3AS1,VCEPEU3AS2,VCEPEU4AS1,VCEPEU4AS2,VCEPEU4AS3",VCEPE25ERB,VCEPE25EQB5,B,Written responses,5b,Q5b,3,SubQuestion,"Explain why the ramp shot could be more successfully performed against faster
bowlers by referring to one relevant biomechanical principle.",,44
Health and Physical Education,Physical Education,,,Year 12,Final Exam,Exam Questions,2025,"VCEPEU3AS1,VCEPEU3AS2,VCEPEU4AS1,VCEPEU4AS2,VCEPEU4AS3",VCEPE25ERB,VCEPE25EQB6,B,Written responses,6,Q6,6,Question,"The table below shows the women's marathon race times for different locations with
different average temperatures.",,45
Health and Physical Education,Physical Education,,,Year 12,Final Exam,Exam Questions,2025,"VCEPEU3AS1,VCEPEU3AS2,VCEPEU4AS1,VCEPEU4AS2,VCEPEU4AS3",VCEPE25ERB,VCEPE25EQB6,B,Written responses,6,Q6,,QuestionHeader,"Year
Date
Start time
Location
Winner
Time",,46
Health and Physical Education,Physical Education,,,Year 12,Final Exam,Exam Questions,2025,"VCEPEU3AS1,VCEPEU3AS2,VCEPEU4AS1,VCEPEU4AS2,VCEPEU4AS3",VCEPE25ERB,VCEPE25EQB6,B,Written responses,6,Q6,,Question,"(hr:min.
sec)",,47
Health and Physical Education,Physical Education,,,Year 12,Final Exam,Exam Questions,2025,"VCEPEU3AS1,VCEPEU3AS2,VCEPEU4AS1,VCEPEU4AS2,VCEPEU4AS3",VCEPE25ERB,VCEPE25EQB6,B,Written responses,6,Q6,,QuestionHeader,Average,,48
Health and Physical Education,Physical Education,,,Year 12,Final Exam,Exam Questions,2025,"VCEPEU3AS1,VCEPEU3AS2,VCEPEU4AS1,VCEPEU4AS2,VCEPEU4AS3",VCEPE25ERB,VCEPE25EQB6,B,Written responses,6,Q6,,Question,"temperature
during the race
18 July",,49
Health and Physical Education,Physical Education,,,Year 12,Final Exam,Exam Questions,2025,"VCEPEU3AS1,VCEPEU3AS2,VCEPEU4AS1,VCEPEU4AS2,VCEPEU4AS3",VCEPE25ERB,VCEPE25EQB6,B,Written responses,6,Q6,,QuestionHeader,"Eugene,
USA
Gotytom
Gebreslase
September",,50
Health and Physical Education,Physical Education,,,Year 12,Final Exam,Exam Questions,2025,"VCEPEU3AS1,VCEPEU3AS2,VCEPEU4AS1,VCEPEU4AS2,VCEPEU4AS3",VCEPE25ERB,VCEPE25EQB6,B,Written responses,6,Q6,,Question,midnight,,51
Health and Physical Education,Physical Education,,,Year 12,Final Exam,Exam Questions,2025,"VCEPEU3AS1,VCEPEU3AS2,VCEPEU4AS1,VCEPEU4AS2,VCEPEU4AS3",VCEPE25ERB,VCEPE25EQB6,B,Written responses,6,Q6,,QuestionHeader,"Doha,
Qatar
Ruth
Chepng'etich",,52
Health and Physical Education,Physical Education,,,Year 12,Final Exam,Exam Questions,2025,"VCEPEU3AS1,VCEPEU3AS2,VCEPEU4AS1,VCEPEU4AS2,VCEPEU4AS3",VCEPE25ERB,VCEPE25EQB6,B,Written responses,6,Q6,,Question,Data: World Athletics <https://worldathletics.org/>,,53
Health and Physical Education,Physical Education,,,Year 12,Final Exam,Exam Questions,2025,"VCEPEU3AS1,VCEPEU3AS2,VCEPEU4AS1,VCEPEU4AS2,VCEPEU4AS3",VCEPE25ERB,VCEPE25EQB6,B,Written responses,6a,Q6a,2,SubQuestion,"In the spaces below, state whether the acute response for blood volume and body
temperature will increase, decrease or stay the same during the Doha marathon. ",,54
Health and Physical Education,Physical Education,,,Year 12,Final Exam,Exam Questions,2025,"VCEPEU3AS1,VCEPEU3AS2,VCEPEU4AS1,VCEPEU4AS2,VCEPEU4AS3",VCEPE25ERB,VCEPE25EQB6,B,Written responses,6b,Q6b,4,SubQuestion,"Explain the most likely reason for the difference in the marathon race time of the
winners of the Eugene and Doha marathons by referring to the relationship of this
reason to the related fatigue mechanisms.",,55
Health and Physical Education,Physical Education,,,Year 12,Final Exam,Exam Questions,2025,"VCEPEU3AS1,VCEPEU3AS2,VCEPEU4AS1,VCEPEU4AS2,VCEPEU4AS3",VCEPE25ERB,VCEPE25EQB7,B,Written responses,7,Q7,7,Question,"The diagrams below show the side angles of two lawn bowlers, holding a bowl, at the start
of the arm swing.",,56
Health and Physical Education,Physical Education,,,Year 12,Final Exam,Exam Questions,2025,"VCEPEU3AS1,VCEPEU3AS2,VCEPEU4AS1,VCEPEU4AS2,VCEPEU4AS3",VCEPE25ERB,VCEPE25EQB7,B,Written responses,7,Q7,,QuestionHeader,"Bowler
Bowler",,57
Health and Physical Education,Physical Education,,,Year 12,Final Exam,Exam Questions,2025,"VCEPEU3AS1,VCEPEU3AS2,VCEPEU4AS1,VCEPEU4AS2,VCEPEU4AS3",VCEPE25ERB,VCEPE25EQB7,B,Written responses,7,Q7,,Question,"Source: Adapted from R Judson, Biomechanics of the lawn bowl delivery movement,
2002, downloaded from <https://clearwaterlawnbowlingclub.org>
A lawn bowler can vary the length of their arm swing to enable them to vary the distance
travelled by the bowl while applying the same amount of force.",,58
Health and Physical Education,Physical Education,,,Year 12,Final Exam,Exam Questions,2025,"VCEPEU3AS1,VCEPEU3AS2,VCEPEU4AS1,VCEPEU4AS2,VCEPEU4AS3",VCEPE25ERB,VCEPE25EQB7,B,Written responses,7a,Q7a,4,SubQuestion,"Compare how bowler A and bowler B use the biomechanical principle of impulse to
vary the distance their bowl travels.",,59
Health and Physical Education,Physical Education,,,Year 12,Final Exam,Exam Questions,2025,"VCEPEU3AS1,VCEPEU3AS2,VCEPEU4AS1,VCEPEU4AS2,VCEPEU4AS3",VCEPE25ERB,VCEPE25EQB7,B,Written responses,7b,Q7b,3,SubQuestion,"Bowler B decides to change to a lighter set of bowls. However, on using the same arm
swing, bowler B finds that their bowl is travelling too far.
Use Newton's second law of motion to explain why this is occurring.",,60
Health and Physical Education,Physical Education,,,Year 12,Final Exam,Exam Questions,2025,"VCEPEU3AS1,VCEPEU3AS2,VCEPEU4AS1,VCEPEU4AS2,VCEPEU4AS3",VCEPE25ERB,VCEPE25EQB8,B,Written responses,8,Q8,10,Question,"The modern pentathlon is a one-day event consisting of five disciplines: fencing,
200 m freestyle swim, equestrian showjumping, shooting and running. The shooting and
running disciplines are combined to create the laser run event.
At senior level, the laser run alternates between five high-intensity 600 m runs and four
precise shooting rounds, requiring athletes to manage both physical exertion and mental
focus under fatigue. Unlike a single-event athlete, such as a 3000 m running specialist,
modern pentathlon athletes must compete in multiple events across a single day, including
the final event, the laser run.
Example of elite athlete times for each run and shooting round during the laser run",,61
Health and Physical Education,Physical Education,,,Year 12,Final Exam,Exam Questions,2025,"VCEPEU3AS1,VCEPEU3AS2,VCEPEU4AS1,VCEPEU4AS2,VCEPEU4AS3",VCEPE25ERB,VCEPE25EQB8,B,Written responses,8,Q8,,QuestionHeader,"Segment
Activity
Time",,62
Health and Physical Education,Physical Education,,,Year 12,Final Exam,Exam Questions,2025,"VCEPEU3AS1,VCEPEU3AS2,VCEPEU4AS1,VCEPEU4AS2,VCEPEU4AS3",VCEPE25ERB,VCEPE25EQB8,B,Written responses,8,Q8,,Question,"(min:sec)
running
shoot
shooting
running
shoot
shooting
running
shoot
shooting
running
shoot
shooting
running",,63
Health and Physical Education,Physical Education,,,Year 12,Final Exam,Exam Questions,2025,"VCEPEU3AS1,VCEPEU3AS2,VCEPEU4AS1,VCEPEU4AS2,VCEPEU4AS3",VCEPE25ERB,VCEPE25EQB8,B,Written responses,8,Q8,,QuestionHeader,Total,,64
Health and Physical Education,Physical Education,,,Year 12,Final Exam,Exam Questions,2025,"VCEPEU3AS1,VCEPEU3AS2,VCEPEU4AS1,VCEPEU4AS2,VCEPEU4AS3",VCEPE25ERB,VCEPE25EQB8,B,Written responses,8,Q8,,Question,"run
time of laser run
bpm
shoot
run
shoot
run
shoot
run
shoot
run
Typical heart rate data (bpm) of an elite athlete during the laser run
Discuss how the following concepts interrelate to produce a successful performance in the laser run for
an elite athlete:",,65
Health and Physical Education,Physical Education,,,Year 12,Final Exam,Exam Questions,2025,"VCEPEU3AS1,VCEPEU3AS2,VCEPEU4AS1,VCEPEU4AS2,VCEPEU4AS3",VCEPE25ERB,VCEPE25EQB8,B,Written responses,8,Q8,,QuestionOption,"•	 psychological strategies during the race
•	 energy system requirements
•	 acute responses to exercise and oxygen consumption
•	 training methods and principles",,66
Health and Physical Education,Physical Education,,,Year 12,Final Exam,Exam Questions,2025,"VCEPEU3AS1,VCEPEU3AS2,VCEPEU4AS1,VCEPEU4AS2,VCEPEU4AS3",VCEPE25ERB,VCEPE25EQB8,B,Written responses,8,Q8,,Question,"Extra space for responses
Clearly number all responses in this space.
If you use any additional Question and Answer Books to complete your responses, write your student
number on the front cover. At the end of the examination, place the additional Question and Answer
Books inside the front cover of the first Question and Answer Book.
Assessment criteria for Section
The 10-mark extended-response question in Section B will assess the interdisciplinary approach
featured within Unit 4 Area of Study 3. For this question, students will be expected to show their
understanding of key knowledge from across Units 3 and 4, and will be assessed based on the
following criteria:",,67
Health and Physical Education,Physical Education,,,Year 12,Final Exam,Exam Questions,2025,"VCEPEU3AS1,VCEPEU3AS2,VCEPEU4AS1,VCEPEU4AS2,VCEPEU4AS3",VCEPE25ERB,VCEPE25EQB8,B,Written responses,8,Q8,,QuestionOption,"•	 analyse relevant interrelationships between skill acquisition, biomechanics, energy production and/",,68
Health and Physical Education,Physical Education,,,Year 12,Final Exam,Exam Questions,2025,"VCEPEU3AS1,VCEPEU3AS2,VCEPEU4AS1,VCEPEU4AS2,VCEPEU4AS3",VCEPE25ERB,VCEPE25EQB8,B,Written responses,8,Q8,,Question,or training,,69
Health and Physical Education,Physical Education,,,Year 12,Final Exam,Exam Questions,2025,"VCEPEU3AS1,VCEPEU3AS2,VCEPEU4AS1,VCEPEU4AS2,VCEPEU4AS3",VCEPE25ERB,VCEPE25EQB8,B,Written responses,8,Q8,,QuestionOption,"•	 analyse the impact on performance of relevant interrelationships between skill acquisition,",,70
Health and Physical Education,Physical Education,,,Year 12,Final Exam,Exam Questions,2025,"VCEPEU3AS1,VCEPEU3AS2,VCEPEU4AS1,VCEPEU4AS2,VCEPEU4AS3",VCEPE25ERB,VCEPE25EQB8,B,Written responses,8,Q8,,Question,"biomechanics, energy production and/or training",,71
Health and Physical Education,Physical Education,,,Year 12,Final Exam,Exam Questions,2025,"VCEPEU3AS1,VCEPEU3AS2,VCEPEU4AS1,VCEPEU4AS2,VCEPEU4AS3",VCEPE25ERB,VCEPE25EQB8,B,Written responses,8,Q8,,QuestionOption,"•	 synthesise, analyse and interpret relevant sources/data to draw conclusions",,72
Health and Physical Education,Physical Education,,,Year 12,Final Exam,Exam Questions,2025,"VCEPEU3AS1,VCEPEU3AS2,VCEPEU4AS1,VCEPEU4AS2,VCEPEU4AS3",VCEPE25ERB,VCEPE25EQB8,B,Written responses,8,Q8,,Question,Victorian Curriculum and Assessment Authority 2025,,73
