SubjectArea,Subject,SubjectStreamCode,SubjectStreamName,Band,AssessmentType,AssessmentInformationDetails,AssessmentYears,UnitASCode,ExamReportCode,EQCode,SectionCode,SectionName,QuestionNumber,QuestionLabel,Marks,ContentType,Content,StimulusSource,Sequence
Performing Arts,Music,REP,Units 3 and 4: Music repertoire performance,Year 12,Final Exam,Exam Questions,2025,,VCEMUREP25ERA,VCEMUREP25EQA1,A,Listening and interpretation,1,Q1,8,Question,"This question relates to the excerpt from Our Man in Havana.
Work: Our Man in Havana, orchestral suite, intermezzo (allegro)
Composer: Malcolm Williamson
Performer: Tasmanian Symphony Orchestra
Conductor: Richard Mills
Album: Malcolm Williamson: Epitaphs (ABC Classics, TSO Australian Composer Series, 2009)
The excerpt will be played five times. There will be silent working time after each playing.
First playing (1′18″) - 30 seconds of silence
Second playing (1′18″) - 1 minute of silence
Third playing (1′18″) - 2 minutes of silence",,5
Performing Arts,Music,REP,Units 3 and 4: Music repertoire performance,Year 12,Final Exam,Exam Questions,2025,,VCEMUREP25ERA,VCEMUREP25EQA1,A,Listening and interpretation,1a,Q1a,4,SubQuestion,"Describe how the performers use articulation and tone colour to convey musical
character in this excerpt. ",,6
Performing Arts,Music,REP,Units 3 and 4: Music repertoire performance,Year 12,Final Exam,Exam Questions,2025,,VCEMUREP25ERA,VCEMUREP25EQA1,A,Listening and interpretation,1,Q1,,MidQuestionContext,"Fourth playing (1′18″) - 2 minutes of silence
Fifth and final playing (1′18″) - 3 minutes of silence",,7
Performing Arts,Music,REP,Units 3 and 4: Music repertoire performance,Year 12,Final Exam,Exam Questions,2025,,VCEMUREP25ERA,VCEMUREP25EQA1,A,Listening and interpretation,1b,Q1b,4,SubQuestion,Discuss how repetition is used in this excerpt. ,,8
Performing Arts,Music,REP,Units 3 and 4: Music repertoire performance,Year 12,Final Exam,Exam Questions,2025,,VCEMUREP25ERA,VCEMUREP25EQA2,A,Listening and interpretation,2,Q2,12,Question,"This question relates to two interpretations of the work 'Etude No. 16ʼ, composed by Philip Glass.
Interpretation
Work: 'Etude No. 16'
Performer: Simone Dinnerstein
Album: A Character of Quiet (self-published, 2020)
Interpretation
Work: 'Etude No. 16'
Performer: Maki Namekawa
Album: Philip Glass: The Complete Piano Etudes (Orange Mountain Music, 2014)
The excerpts will be played three times. There will be silent working time after each playing.
First playing of Interpretation A (1′28″) - 10 seconds of silence
First playing of Interpretation B (52″) - 20 seconds of silence
Second playing of Interpretation A (1′28″) - 30 seconds of silence
Second playing of Interpretation B (52″) - 30 seconds of silence
Third and final playing of Interpretation A (1′28″) - 30 seconds of silence
Third and final playing of Interpretation B (52″) - 6 minutes of silence
Compare the ways in which the two interpretations use the following three elements of music:
•	 duration
•	 dynamics
•	 articulation
End of Section",,9
Performing Arts,Music,REP,Units 3 and 4: Music repertoire performance,Year 12,Final Exam,Exam Questions,2025,,VCEMUREP25ERB,,B,Music language,,,40,Header,Section B: Music language,,1
Performing Arts,Music,REP,Units 3 and 4: Music repertoire performance,Year 12,Final Exam,Exam Questions,2025,,VCEMUREP25ERB,,B,Music language,,,,SubHeader,Instructions,,2
Performing Arts,Music,REP,Units 3 and 4: Music repertoire performance,Year 12,Final Exam,Exam Questions,2025,,VCEMUREP25ERB,,B,Music language,,,,Instruction,Answer all questions in the spaces provided. Pencil should be used where notation is required.,,3
Performing Arts,Music,REP,Units 3 and 4: Music repertoire performance,Year 12,Final Exam,Exam Questions,2025,,VCEMUREP25ERB,,B,Music language,,,,Instruction,Write your responses in English.,,4
Performing Arts,Music,REP,Units 3 and 4: Music repertoire performance,Year 12,Final Exam,Exam Questions,2025,,VCEMUREP25ERB,VCEMUREP25EQB3,B,Music language,3,Q3,2,Question,"Listen to the following two melodies. Each melody will be played twice. There will be silent working time
after each playing.
Melody 1 first playing - 5 seconds of silence
Melody 1 second and final playing - 10 seconds of silence
Melody 2 first playing - 5 seconds of silence
Melody 2 second and final playing - 20 seconds of silence
Six melodies, A, B, C, D, E and F, are provided below.
From the options above, identify the two melodies played.
Melody 1 
Melody
Blank manuscript for rough work if required",,5
Performing Arts,Music,REP,Units 3 and 4: Music repertoire performance,Year 12,Final Exam,Exam Questions,2025,,VCEMUREP25ERB,VCEMUREP25EQB4,B,Music language,4a,Q4a,1,SubQuestion,"Listen to the following scale or mode. It will be played twice and there will be silent
working time after each playing.
First playing - 10 seconds of silence
Second and final playing - 10 seconds of silence
Identify the type of scale or mode that is played. ",,6
Performing Arts,Music,REP,Units 3 and 4: Music repertoire performance,Year 12,Final Exam,Exam Questions,2025,,VCEMUREP25ERB,VCEMUREP25EQB4,B,Music language,4b,Q4b,2,SubQuestion,Add the appropriate clef and key signature to make the following scale A major. ,,7
Performing Arts,Music,REP,Units 3 and 4: Music repertoire performance,Year 12,Final Exam,Exam Questions,2025,,VCEMUREP25ERB,VCEMUREP25EQB4,B,Music language,4c,Q4c,3,SubQuestion,"Write the scale of C melodic minor, one octave ascending and descending,
commencing on the following starting note. Use minims and accidentals
(no key signature).",,8
Performing Arts,Music,REP,Units 3 and 4: Music repertoire performance,Year 12,Final Exam,Exam Questions,2025,,VCEMUREP25ERB,VCEMUREP25EQB5,B,Music language,5,Q5,10,Question,"Listen to the following four-bar melody. The melody will be played five times, with silent
working time after each playing. A transcription of the melody is printed below; however,
the notation is missing for bar 3 and the first beat of bar 4. The rhythm of the missing part is
given above the staff. A two-bar count-in will precede each playing.
First playing - 20 seconds of silence
Second playing - 20 seconds of silence
Third playing - 30 seconds of silence
Fourth playing - 30 seconds of silence
Fifth and final playing - 2 minutes of silence",,9
Performing Arts,Music,REP,Units 3 and 4: Music repertoire performance,Year 12,Final Exam,Exam Questions,2025,,VCEMUREP25ERB,VCEMUREP25EQB5,B,Music language,5a,Q5a,7,SubQuestion,"Using the rhythm provided, transcribe the missing notation for bar 3 and bar 4.",,10
Performing Arts,Music,REP,Units 3 and 4: Music repertoire performance,Year 12,Final Exam,Exam Questions,2025,,VCEMUREP25ERB,VCEMUREP25EQB5,B,Music language,5b,Q5b,2,SubQuestion,Name the quality and size of the intervals marked by brackets in the melody above. ,,11
Performing Arts,Music,REP,Units 3 and 4: Music repertoire performance,Year 12,Final Exam,Exam Questions,2025,,VCEMUREP25ERB,VCEMUREP25EQB5,B,Music language,5c,Q5c,1,SubQuestion,Circle the correct scale or mode of the melody above. ,,12
Performing Arts,Music,REP,Units 3 and 4: Music repertoire performance,Year 12,Final Exam,Exam Questions,2025,,VCEMUREP25ERB,VCEMUREP25EQB6,B,Music language,6,Q6,3,Question,"Write the following intervals above or below the given notes.
perfect 4th above
diminished 7th above
minor 6th below",,13
Performing Arts,Music,REP,Units 3 and 4: Music repertoire performance,Year 12,Final Exam,Exam Questions,2025,,VCEMUREP25ERB,VCEMUREP25EQB7,B,Music language,7a,Q7a,1,SubQuestion,Write the chord using a key signature and semibreves on the staff below.,,14
Performing Arts,Music,REP,Units 3 and 4: Music repertoire performance,Year 12,Final Exam,Exam Questions,2025,,VCEMUREP25ERB,VCEMUREP25EQB7,B,Music language,7,Q7,,MidQuestionContext,"Key
D major
Triad or 7th chord
7 chord built on tonic",,15
Performing Arts,Music,REP,Units 3 and 4: Music repertoire performance,Year 12,Final Exam,Exam Questions,2025,,VCEMUREP25ERB,VCEMUREP25EQB7,B,Music language,7b,Q7b,1,SubQuestion,Name the key of the dominant triad that is printed on the staff below.,,16
Performing Arts,Music,REP,Units 3 and 4: Music repertoire performance,Year 12,Final Exam,Exam Questions,2025,,VCEMUREP25ERB,VCEMUREP25EQB7,B,Music language,7,Q7,,MidQuestionContext,"Key
Triad or 7th chord
triad built on dominant",,17
Performing Arts,Music,REP,Units 3 and 4: Music repertoire performance,Year 12,Final Exam,Exam Questions,2025,,VCEMUREP25ERB,VCEMUREP25EQB7,B,Music language,7c,Q7c,1,SubQuestion,Write the chord using accidentals and semibreves on the staff below.,,18
Performing Arts,Music,REP,Units 3 and 4: Music repertoire performance,Year 12,Final Exam,Exam Questions,2025,,VCEMUREP25ERB,VCEMUREP25EQB7,B,Music language,7,Q7,,MidQuestionContext,"Key
Eb major
Triad or 7th chord
triad built on subdominant",,19
Performing Arts,Music,REP,Units 3 and 4: Music repertoire performance,Year 12,Final Exam,Exam Questions,2025,,VCEMUREP25ERB,VCEMUREP25EQB7,B,Music language,7d,Q7d,1,SubQuestion,Name the triad or 7th chord and its scale degree that is printed on the staff below.,,20
Performing Arts,Music,REP,Units 3 and 4: Music repertoire performance,Year 12,Final Exam,Exam Questions,2025,,VCEMUREP25ERB,VCEMUREP25EQB8,B,Music language,8,Q8,7,Question,"Listen to the following chord progression. The chord progression begins on the tonic
chord and will be played five times, with silent working time after each playing. Each chord
is in root position and the progression ends with a common cadence. The first two chords,
plus chord 4 and chord 7, are given. A one-bar count-in will precede each playing.",,21
Performing Arts,Music,REP,Units 3 and 4: Music repertoire performance,Year 12,Final Exam,Exam Questions,2025,,VCEMUREP25ERB,VCEMUREP25EQB8,B,Music language,8a,Q8a,6,SubQuestion,"Identify the bass note and the quality of chords 3, 5 and 6 in the blank spaces of the
harmonic grid below.",,22
Performing Arts,Music,REP,Units 3 and 4: Music repertoire performance,Year 12,Final Exam,Exam Questions,2025,,VCEMUREP25ERB,VCEMUREP25EQB8,B,Music language,8,Q8,,MidQuestionContext,"First playing - 5 seconds of silence
Second playing - 5 seconds of silence
Third playing - 5 seconds of silence
Fourth playing - 10 seconds of silence
Fifth and final playing - 20 seconds of silence
Harmonic grid
Bass note
Quality
major
minor
major
major",,23
Performing Arts,Music,REP,Units 3 and 4: Music repertoire performance,Year 12,Final Exam,Exam Questions,2025,,VCEMUREP25ERB,VCEMUREP25EQB8,B,Music language,8b,Q8b,1,SubQuestion,Identify the cadence. ,,24
Performing Arts,Music,REP,Units 3 and 4: Music repertoire performance,Year 12,Final Exam,Exam Questions,2025,,VCEMUREP25ERB,VCEMUREP25EQB9,B,Music language,9,Q9,8,Question,"Listen to the following four-bar excerpt for trumpet, bassoon and cowbell. The excerpt will be played five
times. A two-bar count-in will precede each playing. There will be silent working time after each playing.
First playing - 20 seconds of silence
Second playing - 20 seconds of silence
Third playing - 30 seconds of silence
Fourth playing - 30 seconds of silence
Fifth and final playing - 30 seconds of silence
Transcribe the missing rhythmic notation for the cowbell.
Victorian Curriculum and Assessment Authority 2025",,25
